,Gender,Race,Age,County,Current Facility,Offense Code,TDCJ Offense,TDCJ Number,Sentence (Years),Last Parole Decision,Parole Review Status,Parole Eligibility (Years),Sentence Left (Years)
85020,1,6,44,14,74,36990007,11302,2323863,3.0,0,0,1,2
85021,1,1,32,156,44,35990016,8535,2348140,5.0,1,0,0,4
85023,1,1,26,55,40,40040007,3531,2029411,10.0,1,0,2,3
85026,1,6,44,99,84,13990041,6378,1595905,60.0,1,0,6,48
85034,1,1,27,213,13,73991005,4253,1877421,14.0,0,1,2,5
85037,1,1,30,55,84,12990002,1065,1797290,15.0,0,0,2,5
85038,1,2,40,14,43,12990001,9666,1989025,12.0,0,0,1,5
85039,1,2,33,14,31,13150005,2598,2314404,3.0,0,0,1,2
85040,0,2,28,14,41,58990012,10905,2035377,15.0,0,0,1,9
85041,1,2,46,206,0,13150004,443,1629292,15.0,0,0,10,6
85042,0,6,43,213,69,13990025,6497,1636908,16.0,0,0,3,5
85043,1,1,28,82,83,22990002,2957,2276952,8.0,0,0,1,5
85046,1,2,29,213,3,10990004,780,2012071,10.0,0,1,2,3
85050,1,2,35,244,96,35990015,8020,2318044,4.0,0,1,1,3
85053,1,2,27,14,81,12990001,9666,2333186,3.0,0,0,1,1
85055,1,2,26,14,22,35990015,7922,2341554,3.0,1,0,1,2
85059,0,1,29,99,42,12990002,904,1945880,8.0,0,0,3,1
85061,1,1,29,213,77,13150005,520,2300659,3.0,0,0,0,1
85062,1,2,29,213,49,22990002,3304,2337320,5.0,0,0,1,3
85064,1,2,29,99,28,13150005,202,2256308,7.0,0,0,0,3
85067,1,2,35,235,93,13150004,82,1812254,15.0,0,0,5,3
85068,1,1,32,99,63,9990019,7143,1588637,25.0,0,0,2,12
85069,1,6,29,183,40,11990004,1120,1945974,8.0,1,0,3,1
85071,1,6,26,173,83,13150007,169,2256735,6.0,0,0,0,3
85072,1,6,34,142,26,13990041,6360,1759318,17.0,0,0,2,6
85073,1,1,28,99,12,12990002,890,1641257,22.0,0,0,1,17
85075,1,6,26,214,89,12990002,864,2175649,8.0,0,0,2,2
85076,1,1,29,99,32,12990002,920,2087071,8.0,1,0,1,3
85079,1,1,25,82,73,52030024,11108,2236742,4.0,0,0,2,1
85080,1,2,26,219,28,12990001,9666,2059060,7.0,0,0,5,1
85082,1,2,26,202,40,36990007,5072,2061819,10.0,1,0,1,4
85087,1,2,28,14,89,35990004,9001,2273677,15.0,0,0,1,12
85089,1,6,38,226,52,35990015,7701,2340635,8.0,1,0,1,6
85094,1,6,32,213,4,35990003,9306,2326832,6.0,0,1,1,5
85095,1,2,32,156,40,11990004,1120,1921380,15.0,1,0,1,7
85098,1,1,27,213,94,13990075,1922,2332197,3.0,0,0,1,1
85099,0,6,31,235,57,35990003,8176,2253345,7.0,1,0,2,4
85101,1,2,28,14,22,35990003,8783,2303262,10.0,0,1,1,8
85103,1,6,29,89,4,35990014,7753,2342004,5.0,0,0,0,4
85104,1,2,25,214,3,12990002,864,2060466,7.0,1,0,2,1
85105,1,1,32,18,2,48040003,10207,2315424,5.0,1,0,1,3
85107,1,6,26,117,19,13150007,167,2262454,8.0,0,0,2,5
85109,1,1,26,82,89,13150005,520,2265285,4.0,0,0,2,0
85110,1,2,27,42,38,13990063,2433,2267242,9.0,1,0,2,6
85114,1,1,26,135,54,9990019,7143,1875716,14.0,0,0,1,6
85120,1,1,29,206,77,12990002,864,1928909,10.0,1,0,3,2
85122,1,1,27,99,88,12990002,920,2089037,8.0,0,0,1,3
85124,1,6,28,30,15,12990002,864,2184063,5.0,0,1,2,1
85125,1,6,26,218,19,35990003,8332,2324987,7.0,0,0,0,6
85127,1,2,27,225,97,22990002,3338,2349545,3.0,1,0,2,1
85128,1,1,24,214,12,48010020,4652,2147175,7.0,0,0,3,3
85129,1,1,30,99,10,22990002,2957,2212296,18.0,0,0,3,13
85133,1,2,32,39,10,49990002,4369,2324448,4.0,0,1,1,3
85138,1,6,65,6,53,36010001,5820,1604488,20.0,0,0,28,48
85141,1,6,26,123,94,10990004,780,2128886,10.0,0,0,0,5
85145,1,2,25,227,58,48010020,4430,2346326,7.0,0,0,0,6
85147,1,2,28,68,54,73991005,4305,2225247,5.0,1,0,1,1
85148,1,6,29,2,27,13990075,2416,2337778,4.0,0,0,1,2
85149,1,1,27,176,4,22990002,3338,1933980,15.0,0,0,2,9
85151,0,1,25,219,62,35990002,6623,2327277,3.0,1,0,1,1
85157,1,6,33,214,63,22990002,2957,2277822,10.0,0,1,2,7
85158,1,6,37,108,25,36010001,5820,1843580,15.0,0,0,1,7
85159,1,2,29,183,96,13990075,2202,2234018,4.0,0,0,1,1
85160,1,2,29,55,3,12990002,854,1793080,10.0,0,0,3,2
85163,1,6,27,177,4,13990075,2031,2215627,5.0,0,1,2,2
85164,1,2,29,0,73,35990002,6606,2001393,25.0,0,0,2,18
85165,0,2,28,99,42,12990002,939,1839085,25.0,0,0,0,12
85167,1,2,24,99,97,12990002,965,2130974,10.0,0,0,0,5
85168,1,1,29,99,3,13990063,1778,2089348,8.0,0,0,2,6
85171,1,6,35,99,85,35990015,8655,2251990,5.0,0,1,2,3
85172,1,6,48,165,51,11990004,1120,1764438,16.0,0,1,3,5
85177,1,1,25,183,30,13150005,520,2177400,8.0,0,0,1,3
85178,1,2,23,14,76,13150005,443,2168649,5.0,0,0,3,1
85179,1,2,27,68,89,73991005,4305,2005934,9.0,1,0,2,2
85181,1,2,26,139,32,22990002,2957,2186061,15.0,1,0,4,9
85182,1,6,26,226,76,48010020,4666,2312321,10.0,0,0,0,8
85183,1,2,27,99,88,12990002,1035,1800889,12.0,0,0,3,3
85184,1,6,42,130,46,36010001,5927,2096368,10.0,0,0,5,15
85185,1,1,23,219,92,35990016,8227,2258578,3.0,0,0,2,1
85186,1,1,26,99,31,50990041,9639,2348262,2.0,0,0,0,2
85187,0,2,25,14,69,35990016,7719,2254308,4.0,0,0,2,1
85189,1,1,29,120,59,35990016,8014,2179063,20.0,0,0,1,17
85190,1,1,26,99,13,12990002,920,1905344,15.0,0,0,1,7
85193,1,1,31,55,65,12990002,920,1738950,20.0,0,0,0,10
85197,1,2,47,20,75,36010001,5863,1755437,14.0,0,1,4,18
85204,1,6,33,14,71,12990001,9666,2203361,5.0,0,0,3,1
85205,1,1,31,55,28,12990002,864,2204503,5.0,0,0,1,1
85208,1,6,30,213,0,11990003,1253,1715812,12.0,0,0,5,1
85211,1,2,24,14,89,12990002,864,2168669,8.0,0,0,0,4
85213,1,2,34,42,12,13150005,171,1692520,17.0,0,1,4,5
85214,1,2,42,14,85,13990076,1892,2290764,4.0,0,0,1,2
85215,1,6,28,242,76,20990005,1594,1837188,15.0,0,0,7,6
85216,1,1,27,99,52,12990002,1035,1746517,15.0,1,0,3,5
85217,1,2,29,173,59,35990016,7882,2298270,8.0,0,0,1,6
85220,1,2,28,106,59,13150005,520,2306557,4.0,1,0,1,2
85223,1,2,29,66,40,11990004,1120,2097991,10.0,1,0,1,4
85230,1,1,29,99,75,52120009,5224,2335988,3.0,0,0,0,2
85232,1,1,53,55,46,12990002,1065,1598113,15.0,0,0,5,3
85233,1,2,45,130,20,52030024,5207,2341255,5.0,0,0,0,4
85235,1,2,27,99,46,13150011,343,2039979,20.0,0,0,3,13
85236,1,2,47,227,85,63000004,7123,2163215,8.0,0,0,3,4
85238,1,1,28,120,82,48010020,4655,2181547,10.0,0,1,3,6
85239,1,1,29,222,26,52130005,3786,2334005,7.0,0,0,0,6
85241,1,2,28,106,97,35990003,6889,2330223,5.0,0,0,0,3
85242,1,2,29,30,22,53060004,9652,2341244,5.0,0,0,1,3
85243,0,6,42,74,57,23990201,10451,2323507,7.0,0,0,1,5
85247,1,1,25,99,59,12990002,1035,2098322,10.0,0,0,0,6
85248,0,2,31,213,36,20990005,1635,2267820,7.0,0,0,0,3
85251,1,6,30,14,31,35990016,7927,2348206,7.0,0,0,0,6
85253,1,2,29,55,76,22990003,3155,2260244,6.0,0,0,3,2
85256,1,6,47,214,29,35990015,8535,2324579,10.0,0,0,0,8
85257,1,6,28,176,61,11990003,1100,1892868,8.0,0,0,4,0
85258,1,3,39,69,86,22990003,2977,1665229,999.0,0,0,3,999
85262,1,2,32,68,13,13990075,2564,2250846,5.0,0,1,1,2
85263,1,2,26,24,13,11990002,9774,1912419,9.0,0,0,2,9
85265,1,6,30,42,1,22990002,2957,2325305,4.0,0,1,1,3
85267,1,2,25,14,84,13990043,6384,2276316,10.0,0,1,2,7
85270,1,1,28,99,77,52030024,5224,2089353,15.0,0,0,2,9
85274,1,1,35,98,82,22990002,2957,2214658,9.0,0,1,2,6
85275,1,6,29,213,18,22990003,3218,2295733,5.0,0,0,1,3
85276,1,2,55,99,47,13150005,443,1607287,18.0,1,0,3,6
85278,1,1,30,213,96,13990078,3598,2345771,3.0,0,1,1,2
85279,0,1,27,55,17,12990002,842,1778440,15.0,0,0,3,5
85280,1,2,51,232,4,9990019,7143,1701059,22.0,0,0,1,10
85282,1,2,25,14,90,12990001,9666,2340172,3.0,0,0,0,2
85283,1,2,32,99,59,35990003,9128,2250093,8.0,0,0,3,5
85284,0,6,42,98,72,22990002,2957,2276663,11.0,0,0,1,9
85290,1,6,26,126,50,35990015,7701,2335555,4.0,0,0,0,3
85291,1,2,28,68,37,54040011,4095,2331197,3.0,0,1,1,2
85294,1,0,27,183,26,35990014,7746,2227849,3.0,0,0,2,0
85295,1,6,29,120,59,36990013,5820,1773979,10.0,1,0,4,1
85296,1,2,28,14,84,12990002,864,2222789,6.0,1,0,0,3
85297,1,1,30,55,77,12990002,1071,1709560,14.0,0,0,4,3
85298,1,2,35,14,18,10990001,6540,2185630,10.0,0,0,2,6
85299,1,2,26,14,47,13150005,480,2227114,6.0,0,0,3,3
85304,1,2,25,106,50,13150007,180,2311344,5.0,0,0,1,3
85305,1,1,47,90,73,48010020,4745,2277684,5.0,0,0,2,2
85307,1,1,29,213,71,35990003,9291,1980250,15.0,0,0,3,9
85311,1,1,29,55,46,12990002,864,2116195,6.0,0,0,2,1
85312,1,6,30,99,85,35990015,7585,2299100,5.0,0,0,1,3
85314,1,1,28,213,73,12990002,864,1857338,16.0,0,0,4,4
85317,1,1,29,14,10,12990001,9666,2085479,10.0,0,0,5,4
85321,1,2,23,124,15,52030030,3810,2084202,4.0,0,0,0,3
85322,1,1,29,55,3,12990002,864,1693038,20.0,0,0,2,8
85324,1,6,26,213,84,52120009,11029,2305265,3.0,0,1,1,1
85325,1,1,31,99,1,13990078,3568,2285300,4.0,0,0,2,2
85326,1,2,36,99,85,11990004,1137,1558897,25.0,0,0,0,13
85327,1,2,27,213,38,13150005,559,1957514,10.0,1,0,2,3
85328,0,1,44,55,69,13990041,6209,1683341,20.0,0,0,2,8
85335,1,6,31,116,1,13150005,202,2221758,5.0,0,1,2,1
85339,1,1,33,227,75,12990002,864,1992123,10.0,0,1,2,3
85340,1,1,30,142,60,13990075,2149,2335437,4.0,0,1,1,3
85342,0,2,28,14,56,35990015,7922,2336616,3.0,1,0,1,2
85344,1,2,37,213,16,13150005,534,1848986,14.0,0,0,2,5
85348,1,6,29,57,67,35990016,7692,2277045,10.0,1,0,2,7
85350,1,2,55,53,82,36010001,5927,1801425,10.0,0,0,5,0
85351,1,2,36,55,32,13150005,520,1891583,14.0,1,0,2,5
85356,0,6,35,214,42,10990004,780,2269232,5.0,0,0,0,2
85359,1,1,33,49,26,50150004,2856,1897264,9.0,0,0,6,1
85360,1,6,32,55,76,54040033,6532,2005491,9.0,0,1,6,9
85361,1,1,43,55,12,13150005,639,1588486,15.0,0,0,5,3
85362,1,1,27,99,84,12990002,1065,1994297,9.0,0,0,2,2
85366,0,2,43,182,72,35990015,8606,2341397,2.0,1,0,0,1
85367,1,2,26,14,89,13990083,2224,2271369,4.0,0,0,2,2
85368,1,2,42,183,96,13990076,2196,2334159,6.0,0,0,0,5
85369,1,6,52,123,4,36010001,5927,1588689,20.0,0,0,2,8
85370,1,6,31,238,85,37040001,7527,2303575,4.0,0,1,0,7
85372,1,6,28,206,27,73990677,9492,2286122,6.0,0,1,1,4
85374,1,1,29,99,76,13990076,2138,2237993,4.0,0,0,2,1
85376,1,2,25,106,76,11990004,1120,2022632,10.0,0,0,1,5
85377,1,6,31,213,63,12990002,968,1599736,18.0,0,0,3,6
85380,1,2,29,106,32,13990075,2111,2299910,3.0,1,0,1,1
85383,0,1,42,99,62,48010020,4771,2327842,2.0,1,0,0,1
85384,1,2,29,99,28,12990002,1036,1672729,13.0,0,0,5,2
85385,0,6,30,206,62,35990015,7701,2290309,5.0,0,0,1,3
85387,1,2,33,107,1,13990043,6065,2331220,4.0,0,0,0,3
85388,1,2,29,55,13,22990002,2957,2106020,12.5,0,0,3,8
85390,1,2,29,14,63,22990002,2957,2229454,6.0,0,0,2,3
85394,1,6,43,42,76,9990019,7150,1676577,17.0,0,0,2,6
85395,1,6,28,14,82,35990016,7927,2341544,5.0,1,0,0,4
85397,1,6,38,186,67,11990004,1220,1641943,18.0,0,0,3,6
85399,1,2,26,66,63,13150011,91,2186964,8.0,0,0,4,2
85402,1,1,28,99,9,12990001,9717,2338085,6.0,0,0,1,4
85403,1,1,31,160,89,52030024,8589,2197412,8.0,0,0,3,5
85404,1,2,40,238,75,54040033,6497,2232117,10.0,0,1,2,7
85406,1,1,31,55,9,12990001,9666,2204499,6.0,1,0,2,2
85408,1,6,24,172,29,35990016,7719,2251763,20.0,0,0,0,18
85411,1,1,29,99,12,12990002,1065,1783953,13.0,0,0,4,3
85412,1,1,33,99,75,13990025,6507,1763119,12.0,0,1,4,2
85413,1,1,29,99,89,35990005,6783,2213568,13.0,0,0,2,10
85415,1,2,26,217,3,22990002,3468,2292190,5.0,0,0,1,3
85416,1,6,31,218,80,13150005,443,2266059,5.0,0,0,2,0
85418,1,2,29,149,1,35990209,9358,1626070,5.0,0,1,1,4
85419,1,2,25,87,97,13990075,2182,2343654,4.0,0,0,0,3
85425,1,6,37,18,7,73990677,9508,2323407,5.0,0,0,1,4
85426,1,6,33,202,46,22990001,2892,2219274,5.0,0,0,2,2
85427,1,6,27,170,10,52030024,8446,2110392,4.0,0,0,1,5
85429,1,6,25,59,27,22990001,2892,2328208,8.0,0,0,1,6
85430,1,2,59,66,30,11990004,1223,2074209,14.0,0,0,4,3
85432,1,1,37,183,29,22990002,2957,2306354,12.0,0,0,1,10
85435,1,6,52,81,77,13990041,6353,1628457,35.0,0,0,8,23
85436,1,2,34,14,22,13990083,2223,2326455,5.0,0,0,0,4
85437,1,2,27,55,31,35990015,7663,2314585,4.0,1,0,1,3
85440,1,2,46,109,48,36990007,5099,2299788,6.0,0,0,2,3
85442,1,6,31,107,59,48010020,4565,2314727,5.0,0,1,1,4
85443,1,2,33,99,60,35990002,8774,2337526,3.0,1,0,1,2
85444,1,6,29,218,80,35990003,9098,2052467,7.0,0,0,2,2
85445,1,2,31,214,55,52120009,11041,2321784,10.0,0,1,1,8
85447,1,1,31,55,15,12990001,9666,2123576,7.0,0,0,3,2
85448,1,1,30,99,40,12990001,9676,2294714,3.0,1,0,2,1
85449,1,2,30,241,38,22990002,2957,2157276,14.0,1,0,3,9
85452,1,6,42,176,99,12990001,9666,2251042,20.0,0,1,1,17
85455,1,6,54,219,53,13990070,1879,2260678,3.0,0,0,2,1
85461,1,2,31,14,77,12990002,1051,1893492,15.0,0,0,1,7
85462,1,6,34,106,82,36990008,5081,2289531,3.0,0,1,1,1
85463,1,1,24,18,77,56990007,11130,1997374,10.0,0,0,6,3
85469,1,1,26,99,3,22990002,3191,2194026,10.0,0,0,2,6
85470,1,6,27,99,28,35990003,8798,2114913,10.0,1,0,0,5
85471,1,2,27,99,60,36990013,5940,2336847,3.0,0,0,2,1
85472,1,6,26,82,3,52030024,11034,2186756,10.0,0,0,2,6
85473,1,2,27,99,28,35990003,9178,2206856,15.0,0,0,1,12
85476,1,2,33,99,37,54040011,4155,2343709,3.0,0,0,0,2
85477,1,2,28,14,54,13990075,2215,2281728,5.0,0,0,1,2
85478,1,2,31,14,25,10990004,780,1564732,20.0,0,0,5,5
85479,1,2,30,173,86,35990003,6864,2266286,5.0,0,1,2,3
85480,0,1,33,213,36,35990016,8057,2336984,2.0,1,0,0,2
85482,1,2,32,230,80,73990677,9488,2307014,12.0,0,1,1,10
85484,0,2,57,147,17,13990025,6506,1692033,15.0,0,0,4,4
85485,1,1,46,232,74,13150007,194,1864110,15.0,0,0,1,7
85486,1,2,30,99,28,13150005,243,2076432,7.0,0,0,3,0
85494,1,2,59,173,74,11990002,9784,1687589,20.0,0,0,1,9
85495,1,1,32,99,16,13150004,594,2217141,8.0,0,0,2,5
85497,1,2,35,123,51,36010001,5821,1973727,14.0,0,0,0,7
85498,1,1,53,77,99,20990004,1594,1691942,15.0,0,0,9,4
85499,0,6,38,156,41,11990002,9774,2251126,8.0,1,0,0,4
85500,1,1,29,14,12,12990002,864,1676838,23.0,0,0,2,17
85503,1,1,27,99,10,36010001,5895,1975471,12.0,0,0,1,5
85507,1,1,35,13,59,12990002,864,2082865,10.0,1,0,1,4
85508,1,6,30,17,35,11990004,1120,2061078,10.0,1,0,1,4
85510,1,2,34,213,3,9990019,7143,1823384,15.0,0,0,3,4
85511,1,1,29,99,40,13150005,520,2084058,7.0,0,0,2,2
85512,1,2,27,173,85,13150005,82,2226172,5.0,0,0,1,1
85514,1,6,50,120,44,13150005,82,2235591,7.0,0,0,1,2
85515,1,1,35,90,75,22990002,2957,2262477,8.0,1,0,2,5
85516,1,1,31,13,40,52030024,11034,2269104,13.0,0,0,1,10
85517,1,1,34,55,77,9990017,7080,2102482,18.5,0,0,4,12
85518,1,2,31,14,32,35990015,7922,2332330,3.0,1,0,0,2
85522,1,2,30,99,81,54040032,6478,2289149,5.0,0,0,2,3
85526,1,6,36,213,26,11990004,1137,1707652,23.0,0,0,2,9
85529,1,6,57,136,16,52030024,11034,2344931,2.5,1,0,1,1
85530,1,6,40,176,73,11990002,9767,1949038,10.0,0,0,2,3
85536,1,6,30,13,8,50150004,2856,2275117,8.0,0,1,1,6
85537,1,1,26,99,0,12990002,1071,1925137,8.0,0,0,4,0
85538,1,1,27,99,73,12990002,920,1885762,12.0,0,1,2,4
85539,1,1,26,219,28,13990076,1905,2237247,5.0,0,0,2,2
85540,1,2,24,30,77,9990030,7143,2184073,7.0,0,0,0,3
85541,1,2,28,142,43,12990002,864,1750007,15.0,0,0,2,5
85546,1,1,29,98,13,52120009,11065,2307563,5.0,0,0,1,3
85547,1,2,27,14,16,9990030,7143,2244452,30.0,0,0,13,28
85548,1,6,23,82,86,22990002,2957,2268842,8.0,0,0,2,3
85550,1,2,31,18,48,35990016,7719,2342867,8.0,0,0,1,6
85551,0,6,33,222,100,52120009,11034,2315450,5.0,0,1,1,4
85553,1,1,31,55,7,9990019,7143,1863358,15.0,0,0,3,5
85554,1,2,27,68,80,12990001,9666,2215959,5.0,0,0,3,2
85555,1,2,28,226,8,52120009,11034,2327337,7.0,0,0,0,6
85559,1,2,26,227,22,22990002,2957,2327352,5.0,0,0,1,4
85560,1,6,48,227,65,11990002,9767,1582447,19.0,0,0,3,6
85562,1,1,27,14,22,58990002,2796,2271364,10.0,0,0,2,7
85563,1,1,35,59,3,12990002,864,1856931,12.0,0,0,4,2
85565,1,1,29,231,82,22990002,2957,2267564,4.0,0,0,2,2
85567,1,1,27,14,58,35990003,9031,2343025,5.0,1,0,1,3
85568,1,1,31,213,60,26050015,3610,2346625,2.0,1,0,0,1
85570,1,6,42,55,32,9990019,7143,1733322,15.0,1,0,5,3
85572,1,2,39,99,75,11990004,1137,1627728,20.0,0,0,2,8
85573,1,6,30,68,47,35990016,7719,2286768,3.5,1,0,2,1
85574,1,2,30,232,22,48010020,4724,2231220,3.5,0,0,1,1
85575,0,1,37,14,62,13150005,480,2249437,10.0,0,0,1,8
85579,1,6,29,153,0,22990003,3049,1963231,18.0,0,0,1,10
85589,1,1,28,99,46,12990001,9717,1934940,8.0,0,0,5,1
85590,1,2,29,235,66,36990007,9963,2320390,7.0,0,0,0,6
85591,1,2,24,55,46,12990002,864,2049487,10.0,0,0,1,4
85593,1,6,33,179,58,54040011,4190,2314640,12.0,0,0,0,10
85594,1,6,37,13,89,11990004,1100,1612664,18.0,1,0,3,6
85596,1,2,48,77,40,11990004,1120,1848646,15.0,1,0,5,3
85599,1,1,24,219,3,12990002,864,2073940,10.0,0,0,1,4
85602,1,6,30,59,48,22990002,2957,2349952,5.0,0,0,0,4
85607,1,6,28,156,89,9990030,2746,2273613,15.0,0,0,2,5
85609,1,2,27,172,80,13160014,10095,2312358,9.0,0,0,0,8
85611,1,6,24,238,90,48010020,4666,2343220,4.0,0,0,1,3
85614,1,2,28,99,77,12990002,1036,1878806,12.0,0,1,3,3
85616,1,1,28,99,12,11990003,1382,1827392,14.0,1,0,3,4
85618,0,6,31,226,100,35990015,8214,2289707,5.0,0,1,1,3
85624,1,2,29,106,40,11990001,10012,1983321,8.0,1,0,2,2
85629,1,1,26,99,32,12990002,920,2291655,9.0,0,1,1,4
85630,1,2,26,99,21,22990002,2957,1785572,10.0,0,1,4,1
85631,1,6,29,173,66,13990041,6099,2275411,18.0,0,0,1,15
85632,1,2,29,66,66,48010020,4724,2350075,5.0,0,0,1,4
85633,1,6,28,18,46,13150005,417,2069725,12.0,0,0,2,4
85634,1,1,28,99,0,12990002,920,2071799,12.0,0,0,1,5
85636,1,1,36,18,37,54040011,4081,2324610,4.0,1,0,0,3
85637,1,2,30,99,28,11990002,9775,1797794,15.0,0,0,1,9
85638,1,2,47,99,61,35990002,6858,2336411,3.0,0,0,0,2
85641,1,1,42,213,66,54040011,4069,2353218,5.0,1,0,2,3
85642,1,6,29,213,87,26050014,3606,2240396,9.0,1,0,2,6
85645,1,1,47,13,94,72990024,3674,1806899,30.0,1,0,6,20
85653,1,1,30,77,3,11990004,1120,2305025,12.0,0,0,1,5
85656,1,2,29,55,8,35990003,6646,2306261,5.0,0,1,0,2
85657,1,1,25,90,54,35990011,6922,2334920,10.0,0,0,0,9
85659,1,1,25,219,46,13150004,670,2252597,4.0,0,0,2,1
85661,1,2,25,213,38,12990002,986,2278523,5.0,1,0,0,2
85666,1,2,34,227,47,11990001,9767,1927635,15.0,0,0,1,6
85669,1,2,28,84,15,36990007,4926,2161911,10.0,0,0,3,6
85672,1,2,56,14,46,13990042,6022,1966660,20.0,0,0,5,13
85674,1,1,30,99,15,12990002,920,2090084,10.0,0,0,2,3
85675,1,1,25,213,73,12990001,9666,2052450,6.0,0,0,5,0
85678,1,2,27,106,3,11990002,10017,2176490,5.0,1,0,1,1
85681,1,2,35,55,43,13150005,520,2233693,5.0,0,0,1,2
85682,1,2,32,232,94,9990017,7080,2158328,20.0,0,0,5,13
85683,1,6,30,179,90,13150011,360,1856964,8.0,0,0,3,3
85684,1,2,40,149,28,13150005,443,1729140,5.0,0,0,3,1
85687,1,2,48,99,85,11990004,1137,1622732,17.0,0,0,4,5
85688,1,2,29,177,78,35990016,8539,2343519,7.0,1,0,1,5
85689,1,2,30,59,44,48010020,4652,2345248,3.0,0,0,1,2
85690,0,1,39,213,56,35990016,8057,2194484,10.0,0,0,2,7
85691,1,1,28,183,43,13150005,520,2164425,8.0,0,0,3,1
85692,1,2,31,14,76,54040011,4069,2257455,6.0,0,1,2,3
85694,1,1,31,19,10,12990002,864,1720761,15.0,0,0,3,4
85697,1,1,29,55,0,13150005,243,2072749,8.0,0,0,2,2
85698,1,2,33,219,40,11990003,1100,1686034,20.0,0,0,1,9
85699,1,2,34,14,46,11990002,10036,1883574,15.0,0,0,2,5
85700,1,1,30,24,59,35990008,7811,2237678,10.0,0,1,2,6
85703,1,2,36,99,85,36010001,5900,2169446,7.0,0,0,1,2
85704,0,6,32,230,69,35990015,7701,2327566,6.0,0,0,0,5
85705,1,6,27,24,12,35990003,7811,2333458,10.0,0,0,1,8
85707,1,1,33,66,26,12990002,864,1611902,15.0,0,0,5,3
85708,1,6,79,213,92,37040001,7527,1766743,5.0,0,0,0,4
85709,1,6,34,90,13,12990002,864,1596163,20.0,0,0,2,8
85710,1,6,33,90,86,12990002,864,1596162,20.0,0,0,2,8
85719,1,1,26,77,60,20990001,2701,2279936,5.0,0,0,2,2
85723,1,1,24,209,43,13990063,2433,2326611,4.0,0,0,0,3
85724,1,2,26,75,80,13160017,5680,2304075,7.0,0,0,1,5
85726,0,1,31,99,62,13150005,259,2296710,3.0,1,0,0,1
85728,1,6,57,59,97,13990043,6445,2339728,5.0,0,0,0,4
85729,1,2,25,14,21,13990078,3594,2323862,3.0,0,1,1,2
85730,1,6,34,55,3,12990002,864,2112603,8.0,0,0,1,3
85738,1,1,25,55,88,10990004,780,2174679,8.0,0,0,1,3
85744,1,1,23,55,88,12990002,864,2127141,8.0,0,0,0,4
85745,1,1,26,55,37,22990002,2957,1842300,10.0,1,0,6,2
85752,1,1,30,99,87,11990001,10042,1970752,9.0,1,0,2,3
85753,1,2,30,66,66,35990003,6685,2345230,10.0,0,0,1,8
85754,1,2,33,90,47,36010001,5846,2060373,7.0,0,0,2,1
85755,1,6,44,214,80,13990076,2245,2340121,3.0,1,0,1,2
85758,1,1,30,99,12,48010020,4771,1975479,9.0,0,0,5,2
85762,1,1,30,55,32,13150005,520,1984328,10.0,1,0,3,2
85764,1,1,28,99,0,13150011,705,1867873,9.0,0,0,4,0
85768,1,6,33,89,40,11990004,1120,1682609,15.0,1,0,4,4
85769,1,2,26,183,6,13990076,2145,2232769,7.0,0,0,2,10
85770,1,6,36,206,46,11990002,9774,1589373,20.0,0,0,2,8
85771,1,1,29,120,60,35990016,7582,2344242,5.0,1,0,1,3
85772,1,6,29,99,54,13150004,614,1960491,15.0,0,0,1,6
85776,1,1,27,90,89,35990003,7628,2313922,6.0,0,0,1,4
85781,1,2,31,66,96,52030024,11034,2261230,5.0,0,0,2,2
85784,1,2,32,147,30,22990003,3139,2244570,22.0,0,0,2,17
85787,1,1,30,120,73,13150005,520,1725407,20.0,0,1,2,8
85789,1,1,30,99,89,13150005,520,2164729,6.0,0,0,1,2
85797,1,1,29,213,54,11990004,1137,1937411,15.0,0,0,0,7
85798,1,6,30,235,25,52030024,11034,2230975,10.0,0,0,2,7
85801,1,1,30,227,27,22990003,2957,2256737,4.0,0,0,3,0
85802,1,1,29,99,93,52030024,5224,2331607,4.0,0,0,0,3
85804,1,6,25,99,31,22990002,2957,2353292,3.0,0,0,0,3
85808,1,1,43,217,81,50150004,2861,2328020,7.0,0,0,1,5
85811,1,2,29,14,66,35990003,9003,2283233,10.0,0,0,1,8
85812,1,1,28,213,93,35990002,3944,2171272,5.0,0,0,3,1
85814,1,2,27,68,73,12990001,9666,2206921,14.0,0,0,0,11
85815,1,2,35,217,0,12990002,864,1617893,15.0,0,0,4,3
85821,1,6,29,105,13,52030024,8446,2158202,8.0,0,0,2,4
85824,1,6,51,14,47,35990004,9030,2324480,10.0,0,0,0,9
85829,1,6,62,17,40,36990024,7282,2167075,15.0,1,0,2,11
85830,1,6,32,92,22,35990003,6889,2328115,8.0,0,0,1,6
85835,1,2,31,183,35,11990002,10017,1995186,7.0,1,0,3,0
85836,1,6,31,92,27,35990003,3877,1931638,15.0,0,0,2,7
85838,1,6,31,36,8,52120009,11116,2325368,4.0,0,1,1,3
85840,1,1,32,99,12,12990002,1036,1694480,13.0,0,0,5,2
85842,1,6,41,213,59,11990004,1226,1647235,20.0,0,0,2,8
85844,1,1,25,213,19,12990001,9743,1976131,9.0,0,0,3,2
85849,1,6,39,102,29,52030025,9524,2297370,5.0,1,0,1,3
85850,1,2,51,14,49,12990001,9666,2313072,8.0,0,0,1,6
85851,1,6,32,242,25,22990002,2957,2175583,20.0,0,0,1,16
