,Offense Code,Last Parole Decision,Parole Review Status
15919,36990009,0,1
15920,11190000,0,0
15921,22990002,0,0
15922,23990196,1,0
15923,54010008,0,0
15925,12990002,0,0
15927,9150000,0,1
15928,36010001,0,0
15929,13150005,0,0
15930,35990015,1,0
15931,54040011,0,1
15934,22990002,0,1
15936,35310000,0,0
15937,35990015,0,0
15941,12990002,0,0
15942,36990009,0,0
15943,13990059,0,1
15946,35990015,0,0
15948,12990001,0,1
15950,36010001,1,0
15951,22990003,0,1
15953,22990001,0,1
15954,11990004,1,0
15957,12990001,0,0
15958,12130000,0,0
15960,9150000,0,0
15961,9160000,0,0
15962,12130000,1,0
15964,13150007,0,0
15965,22090000,0,0
15966,12990001,0,0
15968,11180000,0,0
15969,35990015,0,0
15970,22990002,0,0
15971,24110000,0,0
15972,13150005,0,1
15973,35990003,0,0
15975,37040002,0,1
15976,13990075,0,0
15977,11180000,0,0
15982,20990001,0,0
15984,35990015,0,0
15986,22090000,1,0
15987,9150000,0,0
15988,13990075,0,0
15989,36990007,0,1
15992,35990003,0,1
15993,12990001,0,0
15995,54040011,0,0
16000,22120000,0,1
16004,35990015,0,0
16005,22990003,0,0
16006,35310000,0,0
16007,9130000,0,0
16013,23990010,0,1
16017,12120000,0,0
16019,11180000,1,0
16020,36990019,1,0
16021,13150005,0,0
16022,24110000,0,0
16024,35990003,0,1
16026,9990001,0,0
16027,35990003,0,0
16028,13160014,0,0
16032,48010020,1,0
16035,9150000,0,1
16036,35310000,0,0
16037,52030024,0,0
16040,49990002,0,0
16042,9150000,0,0
16045,13990029,0,0
16048,35990016,0,0
16052,35310000,0,1
16053,23990196,0,1
16054,12990001,0,0
16055,23990198,0,1
16056,11990002,0,0
16057,13990076,0,0
16058,35990003,0,1
16059,35990015,0,0
16063,36990008,0,1
16065,48010020,0,0
16066,11180000,0,0
16067,11990004,0,0
16068,9150000,1,0
16070,52030024,0,0
16071,13150004,0,0
16072,12120000,1,0
16075,35990014,1,0
16076,35990003,0,0
16077,13150011,0,0
16078,12990001,0,0
16080,12990001,0,1
16081,48010020,0,0
16082,22990002,0,1
16085,36010001,0,1
16088,36010001,0,0
16089,9150000,0,1
16090,12130000,1,0
16091,23990157,0,1
16093,22990002,0,1
16099,54040011,0,0
16100,11990016,1,0
16104,36990007,0,0
16106,25020000,0,1
16109,13150005,0,0
16110,35990016,0,0
16113,11990004,1,0
16114,36010001,0,1
16115,11180000,0,0
16119,35990014,0,0
16120,35990016,0,1
16121,54040011,1,0
16124,13990075,0,0
16125,11990003,0,0
16126,9990002,0,0
16131,12990002,1,0
16133,54040011,0,0
16134,36990009,1,0
16137,25890001,0,0
16138,13150005,0,0
16139,11180000,0,0
16140,13990043,1,0
16143,13150005,1,0
16144,35990016,0,0
16149,9130000,0,1
16150,36140000,0,0
16151,35990002,0,0
16152,13150010,0,0
16154,52030024,0,0
16155,35990017,1,0
16157,35990016,1,0
16158,35990014,0,0
16160,35990014,0,0
16161,35990015,1,0
16163,22100000,0,1
16165,48040002,0,0
16166,36990009,1,0
16167,11990004,0,0
16168,13990029,0,0
16169,22990002,0,0
16170,13150005,0,0
16173,9150000,0,0
16178,12990001,1,0
16179,26040045,0,0
16183,13990076,0,1
16185,36990007,0,0
16188,11220000,0,0
16191,35990003,1,0
16192,23990194,1,0
16199,36990007,0,0
16200,13150005,1,0
16203,22990001,0,0
16204,9130000,0,0
16205,35120000,0,0
16206,35310000,0,0
16209,9150000,0,0
16210,23170000,0,0
16211,13990082,0,1
16213,35990015,1,0
16216,13990075,0,1
16219,35990003,0,0
16220,52030013,0,0
16224,11990002,1,0
16225,11990002,1,0
16226,9150000,0,0
16227,10100000,0,0
16228,13150005,0,0
16229,36990007,0,0
16230,13150005,0,0
16231,48010020,0,0
16233,25890002,1,0
16235,12990002,0,0
16236,54040011,0,0
16238,50150004,0,0
16239,48010020,1,0
16240,12990001,0,0
16241,12990001,0,0
16242,11990003,1,0
16244,54040011,0,0
16245,54040011,0,0
16247,73991005,1,0
16251,35990016,1,0
16252,40020007,0,0
16253,54040011,0,0
16254,54040011,0,1
16255,36990013,1,0
16258,12130000,0,0
16264,12120000,0,0
16265,11180000,0,0
16266,9990017,0,0
16268,54040011,1,0
16269,36990009,0,0
16271,54040011,1,0
16272,22990002,1,0
16273,12990001,0,1
16275,36990002,0,1
16277,9990008,0,0
16279,12990001,0,0
16280,22120000,0,0
16281,22000003,0,1
16282,35990004,0,1
16283,35990159,1,0
16284,12990001,0,0
16285,36990013,0,0
16287,48040003,0,0
16288,54040011,0,0
16289,54040011,0,0
16290,25890001,0,0
16291,11990004,0,0
16292,9990017,0,1
16293,11990004,0,1
16301,35990015,0,0
16302,12990001,0,0
16304,11990004,0,0
16305,36990029,0,0
16308,48010014,0,1
16310,10990004,0,1
16312,48040003,0,1
16313,22990002,0,0
16314,35990015,0,0
16315,54040011,1,0
16317,13150005,1,0
16318,12130000,0,0
16319,9990019,0,0
16320,11990002,0,0
16321,35990016,0,0
16324,11190000,0,0
16325,13990063,0,1
16326,22090000,0,0
16327,54040011,0,1
16328,35990016,0,1
16332,52030024,0,0
16333,22990001,0,0
16335,9150000,0,0
16337,54040011,1,0
16339,35990014,0,0
16342,13990075,0,0
16343,22990002,0,1
16349,48010020,0,0
16350,54040011,0,0
16352,22990002,0,1
16353,54040011,0,0
16355,36990007,1,0
16356,9150000,0,1
16357,12130000,0,0
16358,11990004,0,1
16359,9150000,0,0
16362,22100000,0,0
16363,13990076,0,1
16364,54040011,0,0
16365,20990001,0,0
16366,12990002,0,0
16367,12990002,0,0
16368,9150000,1,0
16369,12990002,1,0
16371,9150000,0,0
16374,9150000,0,0
16375,9990019,0,0
16376,36010001,1,0
16378,35990017,0,0
16379,13990041,0,0
16380,13150005,0,0
16382,12990002,0,0
16383,22990002,0,0
16385,13150007,0,0
16386,12990001,0,0
16387,11180000,0,0
16388,35310000,0,0
16390,24110003,0,0
16391,11990004,1,0
16392,48040003,0,1
16394,9990019,0,0
16396,48010020,0,1
16397,9150000,0,0
16398,22990001,0,1
16399,22990002,1,0
16400,11990004,0,0
16401,11990002,0,1
16402,12990002,0,0
16403,13990002,0,1
16405,54040011,0,0
16406,12130000,0,0
16408,36990007,1,0
16409,13990063,0,0
16410,11990003,0,0
16411,12990001,0,0
16413,12990001,0,0
16414,11000006,1,0
16415,11190000,1,0
16417,54040011,1,0
16419,9150000,0,0
16420,35990015,1,0
16421,11990003,0,0
16425,11990004,0,0
16427,54040011,0,0
16428,13990075,0,0
16431,12990002,0,0
16433,54040011,0,1
16434,36120003,0,0
16435,54040011,0,0
16437,9150000,0,0
16441,24110003,0,0
16443,13150005,1,0
16444,12990001,0,0
16445,11990004,0,0
16446,11990004,0,1
16449,54040011,0,0
16451,11990004,0,0
16452,11990004,0,0
16453,35990015,0,1
16455,37040009,0,0
16458,48010020,0,0
16461,11990004,0,0
16462,54040011,0,0
16463,12120000,0,0
16464,12990002,0,0
16466,35990016,1,0
16468,35990016,0,0
16469,26050000,0,0
16470,54040011,0,0
16472,36010001,0,0
16474,12990002,0,1
16478,22990002,0,1
16480,37040009,0,0
16483,35990014,0,0
16487,35990016,0,0
16489,11990002,0,0
16490,22990002,0,1
16492,11990002,0,0
16497,9150000,0,0
16498,11190000,0,0
16499,54040011,1,0
16503,36010001,0,0
16504,12990002,0,1
16505,35990015,1,0
16507,13150005,0,0
16510,9150000,1,0
16512,12130000,0,0
16513,37040009,0,1
16514,11990004,0,0
16515,22990002,1,0
16516,13170000,0,0
16518,35990001,1,0
16519,54040011,0,1
16520,54040011,0,0
16521,12990001,1,0
16522,36990008,0,1
16523,38990026,0,0
16524,12990002,1,0
16526,11990005,0,0
16531,35990016,0,0
16532,9150000,0,0
16533,11990003,0,0
16536,9990008,0,0
16538,54040011,0,1
16540,54040011,0,0
16542,9990001,1,0
16544,54040011,1,0
16547,23990009,0,1
16550,12130000,0,0
16551,11990003,1,0
16552,48040003,0,1
16554,35990124,0,0
16558,13150005,0,0
16560,36990007,0,1
16561,9990002,0,0
16562,54040028,0,0
16564,22990002,0,0
16566,35990002,0,1
16568,9150000,0,0
16575,13160017,0,0
16578,35990015,0,0
16580,22990008,0,1
16582,54040011,1,0
16587,13990063,0,0
16588,64080001,0,0
16590,35990035,1,0
16592,22990003,0,0
16593,54040011,1,0
16596,9130000,0,0
16600,13150004,0,0
16601,12990001,1,0
16603,9990019,0,0
16604,9150000,0,0
16609,12990001,0,0
16610,13990075,0,1
16612,12130000,1,0
16613,9150000,0,0
16616,22990002,0,0
16618,48040003,0,0
16623,11990004,0,0
16624,9150000,1,0
16625,22990002,0,1
16626,73990677,1,0
16628,11990004,0,0
16630,48010020,0,0
16631,12990002,0,0
16632,54040011,0,0
16637,13150005,0,0
16640,54040011,0,0
16643,35990003,1,0
16646,11180000,0,0
16647,12990002,1,0
16649,22990003,0,1
16653,11180000,0,0
16654,73991005,0,0
16655,13150011,0,0
16656,36990008,1,0
16657,11180000,0,0
16658,35990003,0,1
16659,22990002,0,0
16660,13990076,0,0
16661,35990016,0,0
16664,13150005,0,0
16665,12130000,0,0
16666,22990003,0,0
16668,12130000,0,1
16670,35990003,1,0
16672,13990029,0,0
16674,22100000,0,0
16675,36990009,0,0
16676,35990015,0,0
16679,9150000,0,0
16681,54040011,0,1
16682,12990001,0,1
16684,36010001,0,0
16687,23990196,1,0
16688,48010020,0,1
16689,22990002,0,0
16690,36990009,1,0
16691,11990003,0,0
16692,9150000,0,0
16694,35990015,1,0
16697,24110003,0,0
16700,22990002,0,1
16704,35990002,0,0
16709,70990135,0,1
16710,11180000,0,0
16712,22990001,0,0
16715,12990002,0,1
16716,52120009,1,0
16717,35990016,0,0
16718,13990075,1,0
16720,54040011,0,0
16721,52030000,0,0
16723,13990083,0,0
16724,13990029,0,1
16726,12990002,0,0
16727,11180000,0,0
16728,35990015,0,0
16729,13150005,0,0
16732,35990003,1,0
16734,36990007,1,0
16740,11190000,1,0
16742,48010020,0,0
16743,36990009,0,1
16746,11990004,1,0
16747,12990002,1,0
16749,35990015,0,0
16750,9150000,0,0
16754,12130000,0,1
16755,28990014,0,1
16759,54040011,0,1
16760,13150005,0,0
16761,36010001,0,0
16762,12130000,0,1
16763,9990019,0,0
16764,13990043,0,0
16768,25020021,0,0
16770,12990002,0,0
16771,12990002,1,0
16773,36010001,0,0
16774,11180000,0,0
16775,12990002,1,0
16776,35990003,0,0
16778,36990007,0,0
16780,54010009,0,0
16783,11990004,0,0
16785,36990007,0,0
16786,35990002,0,1
16789,54040011,1,0
16791,12990001,0,0
16792,35990003,0,1
16793,54040011,0,1
16794,9990001,0,0
16795,54040011,0,0
16801,12990002,0,0
16806,12990001,0,0
16808,12990002,0,1
16809,13990002,0,1
16811,48010020,0,0
16814,11990001,1,0
16815,11990004,0,0
16816,36990009,0,0
16817,36140000,0,0
16820,11190000,0,0
16821,54040011,1,0
16822,12130000,1,0
16823,11990001,1,0
16824,22000001,0,0
16826,13150005,0,1
16828,48010020,0,0
16830,9990001,0,1
16833,35990003,1,0
16836,54040011,0,1
16837,11990002,0,0
16839,9130000,0,0
16840,13160014,0,0
16841,9130000,0,0
16844,22990002,0,1
16848,25020000,0,0
16849,12130000,0,0
16851,70990140,0,1
16852,11990004,0,0
16853,22990001,1,0
16854,13150004,0,1
16857,50150004,0,1
16859,52030024,0,0
16861,35990015,0,0
16864,12130000,0,0
16866,9990019,0,0
16868,35990016,0,0
16873,13990042,0,0
16875,11990004,1,1
16876,12990001,0,0
16878,36010001,1,0
16879,35990016,0,1
16881,22990002,0,1
16883,36990005,0,1
16885,50150004,0,1
16886,13150005,0,0
16887,54040011,0,0
16888,13990075,0,0
16889,54040011,0,0
16891,25890002,1,0
16895,13150005,0,0
16897,11990004,0,0
16898,35990003,0,0
16899,54040011,0,0
16900,11990004,1,0
16901,54040011,0,0
16902,11180000,0,1
16903,22990002,0,1
16904,23990194,0,1
16908,54040011,1,0
16910,9990019,0,0
16916,35990016,0,0
16919,10100000,0,0
16921,12990001,0,0
16927,52030024,0,0
16932,22090000,0,0
16934,35990004,0,0
16935,35420000,0,0
16940,22990001,0,1
16941,9150000,0,1
16945,35990014,0,1
16947,35990003,0,0
16948,9150000,0,0
16949,12990001,0,0
16950,35990003,0,1
16951,35990016,0,1
16952,12990001,0,0
16955,13990076,0,1
16956,11180000,0,0
16958,22990002,0,0
16960,12990001,0,1
16962,54040011,0,1
16963,13150005,0,0
16965,23990196,0,0
16968,35990002,0,0
16970,48010020,1,0
16971,22090000,0,0
16972,12120000,0,0
16973,73991005,0,0
16977,13150004,0,0
16978,35990018,0,1
16979,12990001,0,0
16981,48010020,0,0
16982,22990003,0,0
16984,35990003,1,0
16987,35320000,0,0
16988,54040011,1,0
16989,10990004,0,1
16990,35990003,1,0
16991,13150007,0,0
16992,35990003,0,0
16995,36120003,1,0
16996,12120000,0,0
16997,13150005,0,0
17000,11990017,1,0
17001,11180000,0,0
17002,22990002,1,0
17003,36010001,1,0
17008,13150005,0,0
17009,11190000,0,0
17010,9150000,0,0
17016,9990001,0,0
17017,9150000,0,0
17018,12990002,0,0
17019,11990004,0,0
17024,11990003,0,0
17025,11990004,1,0
17028,22990001,0,0
17029,35990003,0,0
17030,22990002,0,0
17031,11990004,1,0
17034,35990003,0,0
17036,13990075,0,0
17037,48010020,0,0
17038,22990001,1,0
17039,37040009,0,0
17042,12990001,0,0
17044,13150004,0,0
17046,9150000,0,0
17047,35990015,0,1
17049,11990002,0,0
17051,54040011,0,0
17052,35990015,1,0
17054,13150005,1,0
17056,35990002,1,0
17057,22990001,0,0
17060,36990013,1,0
17062,13150005,0,0
17064,22090000,0,1
17068,12120000,0,0
17070,36990013,0,0
17074,9150000,0,0
17075,13150005,1,0
17076,22990003,0,0
17077,11990004,0,0
17078,48010020,0,0
17079,54040011,1,0
17082,35990014,0,0
17083,13990076,0,0
17085,35990016,0,0
17086,22990002,0,0
17089,11990004,0,0
17090,35620013,0,0
17092,12990001,0,0
17093,12990001,0,0
17094,52030024,0,1
17098,12990001,0,0
17100,48040003,0,1
17101,35990016,1,0
17103,13150005,0,1
17106,48010020,0,0
17107,35990015,0,0
17109,35990008,0,0
17112,11990004,0,0
17114,12990001,0,0
17115,22120000,1,0
17116,35990003,0,0
17117,11990004,1,0
17118,40020005,0,0
17120,11990004,1,0
17121,13990043,0,0
17122,36990013,1,0
17123,26040043,0,0
17124,13150005,0,0
17125,26040043,0,1
17126,48010020,0,0
17128,22120000,0,0
17129,35990220,1,0
17130,12990002,1,0
17132,23990198,0,1
17133,11990004,0,0
17134,52030025,0,0
17136,13990025,1,0
17137,54040011,0,0
17138,11990004,0,0
17139,13990075,0,0
17141,50990041,0,0
17142,36990009,1,0
17143,12990002,0,0
17144,9150000,0,0
17145,36010001,0,0
17146,35990015,1,0
17147,11180000,1,0
17148,22990001,1,0
17149,23990199,0,0
17150,22990002,0,0
17151,22990001,1,0
17152,52030030,0,0
17153,13150005,0,0
17154,37040001,0,0
17155,9150000,0,0
17156,54040011,1,0
17157,11190000,1,0
17159,52990000,1,0
17161,35990003,0,0
17165,13150002,1,0
17166,11990004,0,0
17169,9150000,0,1
17171,54040011,1,0
17174,13150005,0,0
17175,48040002,0,0
17176,12990001,0,0
17178,35990003,0,0
17180,12990001,0,0
17183,11180000,1,0
17184,35990124,0,0
17187,50150004,0,0
17190,23990196,0,0
17191,11180000,0,1
17192,11990004,0,1
17195,22990002,0,0
17197,54040011,1,0
17200,26990170,0,0
17201,35990016,1,0
17202,11990002,0,0
17205,35990002,0,0
17206,11990004,1,0
17211,13990026,0,1
17212,36010001,0,0
17215,23990196,1,0
17218,11990001,0,0
17222,35990014,1,0
17223,13990075,0,0
17225,9150000,0,0
17226,11990001,0,0
17227,13990076,1,0
17228,13990076,0,0
17231,12990001,0,1
17232,54040011,0,1
17233,9190000,0,0
17237,35990001,0,0
17238,35990015,0,1
17239,12990002,0,0
17243,12990002,0,0
17246,54040011,0,1
17251,9990017,0,0
17252,54040011,0,1
17253,36990008,1,0
17254,35990016,0,0
17258,13150005,1,0
17259,22990002,0,0
17260,54040011,1,0
17261,11990001,1,0
17264,13990076,0,1
17267,35990015,1,0
17268,22990001,0,1
17269,9990019,0,0
17271,11990002,0,0
17272,23990010,1,0
17273,52030024,1,0
17274,12990001,0,0
17276,52030024,0,0
17277,11220000,0,0
17278,13990041,0,0
17279,35990015,0,1
17281,12990002,0,0
17282,54040011,1,0
17286,52030024,0,0
17293,12990001,0,0
17294,36990009,0,0
17298,11180000,0,1
17299,12990001,0,1
17300,35990003,1,0
17301,9150000,0,0
17302,35990003,0,0
17303,35990015,1,0
17304,48010020,0,0
17306,13150005,0,0
17309,11220000,1,0
17310,11990004,0,1
17311,11990002,0,0
17312,9990019,0,0
17313,10100000,0,0
17317,54040011,1,0
17318,13150005,0,0
17319,35990014,1,0
17321,24110003,0,0
17322,35990015,0,1
17326,52030024,0,0
17327,52030024,0,1
17328,11990004,1,0
17329,36010001,1,0
17331,52120009,1,0
17332,9150000,0,0
17333,54040011,1,0
17334,22990002,0,1
17335,12130000,0,0
17336,9990019,0,1
17337,35990015,0,0
17338,12130000,1,0
17341,52030024,0,1
17343,35990015,0,0
17344,54040011,0,1
17347,35990002,0,1
17349,9150000,0,1
17351,54040011,0,0
17352,12990001,1,0
17353,12130000,0,0
17355,13150005,0,0
17356,20990005,0,0
17359,9150000,0,0
17360,13990076,0,0
17361,48040003,1,0
17366,12990002,0,0
17367,11990003,0,0
17368,13150005,0,0
17369,36990007,0,1
17372,35990003,0,0
17373,36010001,1,0
17374,35310000,0,0
17375,35990015,1,0
17376,11990002,0,0
17377,49990002,1,0
17378,22990002,0,0
17387,9150000,0,0
17390,35990018,0,0
17392,13150005,1,0
17393,35990004,0,0
17394,12990001,0,0
17397,9150000,0,0
17399,48040003,1,0
17400,48010020,1,0
17402,12990002,0,0
17409,36990007,0,1
17411,35320000,1,0
17412,22990002,1,0
17414,9130000,1,0
17416,12990001,0,0
17417,13180000,0,0
17419,23990009,0,0
17420,13990063,1,0
17421,22990002,1,0
17422,11990004,1,0
17424,35990014,0,1
17427,13150004,0,0
17428,54040011,0,0
17429,11990002,0,0
17430,35990018,0,1
17431,35990014,0,1
17435,9150000,0,0
17436,13150004,0,1
17441,13990075,0,0
17443,54040011,0,1
17444,35990015,1,0
17448,11000006,1,0
17449,9150000,0,0
17453,58990014,0,0
17455,36990013,0,0
17456,13160014,0,1
17457,22990002,0,0
17458,35990015,0,1
17460,9990019,0,0
17463,54040011,0,0
17464,9150000,0,1
17465,35990002,0,0
17467,11180000,0,0
17469,48010020,0,0
17471,52030024,1,0
17472,22990002,0,0
17473,73990645,0,0
17475,22990002,1,0
17477,13150001,0,0
17479,70990135,0,0
17480,35990016,0,1
17483,36990008,1,0
17484,9150000,0,0
17489,12130000,0,0
17490,22990003,0,0
17491,13190000,0,0
17496,9150000,1,0
17497,11180000,0,0
17498,22990002,0,0
17501,36010001,0,0
17503,13990075,0,0
17505,54040011,0,1
17507,12130000,0,1
17508,12990001,0,1
17510,35990016,1,0
17512,11990003,0,0
17514,35990014,0,0
17515,9130000,0,0
17517,9990030,0,0
17518,35990015,1,0
17520,22990001,0,0
17522,12990001,0,1
17524,52120009,0,0
17526,11990004,0,1
17527,13150011,0,0
17529,13990075,0,0
17532,22990002,0,0
17533,35990015,0,0
17534,13990076,1,0
17536,13150005,0,1
17537,35310000,0,0
17538,23990162,0,0
17542,13990002,0,0
17545,70990062,0,0
17546,35990016,0,0
17547,35990016,0,1
17549,9150000,0,0
17550,13990076,1,0
17553,11990001,1,0
17554,48010020,0,1
17555,13990043,0,1
17557,22990002,1,0
17558,35990015,0,0
17559,11220000,0,0
17560,22990001,0,0
17561,13150005,0,0
17562,52120009,1,0
17563,11180000,0,0
17567,35990005,0,0
17570,37040009,0,0
17571,35990003,0,0
17572,24110003,0,0
17577,48010020,0,0
17579,9150000,0,1
17581,13150005,0,0
17583,12130000,0,0
17585,11990004,0,0
17588,54040011,1,0
17590,12120000,0,0
17592,13990075,0,0
17593,22990002,0,0
17594,12990001,0,0
17595,35990008,0,0
17596,22990001,0,0
17599,22990003,1,0
17601,11190000,0,0
17603,13990025,0,1
17604,11220000,1,0
17605,13990063,0,0
17607,35410000,0,1
17609,35990003,0,0
17613,12990002,0,0
17615,54040011,0,0
17616,13990026,1,0
17618,35990003,0,0
17621,12990002,0,0
17622,11990004,1,0
17625,23990196,0,0
17629,13990075,0,0
17630,22110000,0,0
17631,11180000,0,0
17632,35990137,0,0
17633,35990014,0,0
17635,36010001,0,0
17636,36990007,0,0
17638,50990041,0,1
17639,23990196,0,0
17640,35990016,1,0
17641,52030024,0,0
17644,11990004,0,0
17645,13150007,1,0
17646,13080000,0,0
17647,54040011,0,0
17649,13990082,0,0
17650,9150000,0,1
17651,12990001,0,0
17652,13150005,0,0
17657,12990002,0,1
17658,13990063,0,1
17660,54040011,0,0
17661,36010001,1,0
17662,12990002,0,0
17664,35990014,1,0
17667,35990003,0,0
17668,54040011,0,0
17669,9150000,0,0
17670,22990002,0,0
17671,9150000,0,0
17672,11990001,0,0
17674,13990076,0,0
17676,11990004,1,0
17680,22100000,0,0
17682,12120000,0,1
17684,13150005,0,0
17685,9990019,0,0
17688,9150000,0,0
17689,54040011,1,0
17691,11990004,0,0
17692,35990002,0,0
17695,35990003,0,0
17696,11990004,0,0
17697,35990015,1,0
17699,9150000,0,0
17700,11990002,0,0
17701,13990063,0,1
17702,12990001,0,0
17707,12990001,0,0
17708,11990003,0,0
17709,35990015,1,0
17710,9150000,0,0
17711,52030024,0,1
17712,35990003,0,0
17715,9130000,0,0
17718,23990196,0,0
17719,22990002,0,0
17720,35990014,0,0
17721,13150004,0,0
17722,58990005,0,0
17723,11190000,0,1
17726,11180000,0,0
17727,13150005,0,0
17729,54040011,0,0
17733,11990004,0,0
17739,25890002,0,1
17740,9160000,0,0
17741,13150005,0,0
17745,35990003,1,0
17746,12990001,0,1
17747,13990037,0,0
17749,35990015,0,0
17750,35990003,0,1
17751,54040011,0,0
17752,35990002,0,0
17753,35320000,0,0
17757,54040011,0,1
17759,22990003,0,1
17761,35990015,0,0
17764,36990008,0,1
17766,23990004,0,1
17768,11990004,0,0
17773,23990004,0,1
17775,13990075,0,0
17776,54040011,0,0
17778,54040011,1,0
17779,35990015,0,1
17782,35990018,1,0
17784,10990004,0,0
17787,35990017,0,0
17788,54040011,0,0
17789,22990003,0,0
17790,54040011,0,0
17791,29990040,0,0
17792,13990076,0,0
17793,48010020,1,0
17794,24110003,0,0
17795,35990016,0,0
17796,22100000,0,0
17797,35990002,0,0
17798,48010020,0,0
17799,9160000,0,0
17800,54040011,1,0
17801,22990003,0,1
17802,20990005,0,0
17804,11990001,1,0
17806,12990002,0,0
17807,35990015,0,1
17810,35990016,0,0
17814,48010020,0,0
17815,11990002,0,0
17819,35990016,0,0
17820,35990003,0,0
17822,48010020,0,1
17825,36990007,0,0
17826,12990001,0,0
17827,23990009,0,0
17830,35990003,0,0
17832,12990002,0,0
17839,9990001,0,0
17845,9130000,0,0
17846,13990075,0,0
17847,11990004,0,0
17849,36990008,0,0
17850,13150007,0,0
17851,13990025,0,0
17852,48040003,0,0
17854,22090000,0,0
17855,54040032,0,1
17857,12990001,0,0
17858,54040011,1,0
17859,48010020,0,0
17860,36990013,0,0
17862,11990004,0,0
17863,22990001,0,0
17866,35990015,0,1
17867,13150005,0,0
17875,13150005,0,0
17876,11990001,0,0
17877,11180000,0,0
17878,48010020,1,0
17880,35990016,0,0
17881,35990005,0,0
17882,36010001,0,0
17884,54040011,0,0
17888,13150004,0,0
17890,12990002,0,0
17892,11990003,1,0
17893,35990003,0,0
17897,11190000,0,0
17898,22090000,0,0
17899,9130000,0,0
17901,54040011,0,1
17902,35990016,0,0
17904,73030000,0,0
17905,22990002,0,1
17906,48010020,0,0
17907,70990135,0,0
17908,12990002,0,0
17910,9150000,0,0
17911,10100000,0,0
17912,9180000,0,0
17914,12990002,1,0
17915,12990001,0,0
17916,12120000,0,0
17918,22120000,0,1
17921,54040011,1,0
17922,9150000,0,0
17924,35990002,0,1
17930,22090000,0,0
17931,13150005,1,0
17935,22990002,0,1
17942,13990025,0,1
17943,23990009,0,0
17948,9150000,0,1
17950,35990015,0,0
17951,36990007,0,0
17952,35990002,0,1
17957,13990075,0,0
17961,36010001,0,0
17964,22990002,0,1
17965,26050015,0,0
17966,11990004,0,0
17967,22990002,1,0
17968,73991003,0,0
17970,12130000,0,0
17971,22090000,1,0
17972,11990001,0,0
17974,36990008,0,0
17981,22990002,0,0
17982,11990004,0,0
17984,11180000,0,0
17989,13150005,0,0
17990,54040011,0,0
17992,11180000,0,0
17994,35990003,0,1
17995,36990007,1,0
17996,48010020,1,0
17997,11990004,0,0
17999,35990185,0,0
18000,38990026,0,1
18001,36990005,0,0
18008,54040011,0,1
18010,36010001,1,0
18013,12990001,0,0
18017,12990002,0,0
18019,38060021,0,1
18020,54040011,0,1
18021,12990001,0,1
18022,22110000,0,0
18023,13990043,0,0
18027,11180000,0,0
18029,11990004,0,0
18032,11990002,0,0
18033,35990003,0,0
18036,54040011,0,1
18039,36990007,0,0
18040,10100000,0,0
18041,11990001,0,0
18042,9130000,0,0
18043,9150000,0,0
18047,12130000,0,0
18048,23990194,0,1
18049,9990019,0,0
18050,48010020,0,0
18052,36990007,0,0
18056,54040011,0,1
18057,12990002,0,1
18058,54040011,0,0
18060,12130000,0,1
18065,35990124,0,1
18066,9150000,0,0
18067,13170000,0,0
18069,35990003,0,1
18071,35990029,0,0
18073,13150005,0,0
18077,13150011,1,0
18081,13150004,1,0
18082,54040011,0,0
18083,35990002,0,0
18084,35990015,0,0
18086,11180000,0,1
18087,22090000,0,1
18089,36990002,0,0
18090,70990065,0,1
18091,9150000,0,0
18093,54040011,1,0
18096,54040011,0,0
18097,48010020,0,0
18098,9990019,0,0
18101,35990014,0,0
18102,12990001,0,1
18103,13150005,0,0
18104,35990017,1,0
18105,35990016,0,1
18108,12990001,0,0
18119,48010020,0,0
18120,36990009,1,0
18122,12120000,0,0
18124,54040011,0,0
18125,48010020,1,0
18126,54040011,0,0
18127,36990013,0,0
18128,54040011,1,0
18129,52120009,0,1
18131,13990075,1,0
18132,35990003,0,1
18135,9180000,0,1
18136,13170000,0,0
18140,13990075,1,0
18141,54040011,0,1
18142,11990004,1,0
18143,48010020,0,1
18145,36990008,0,0
18147,9150000,0,0
18151,11190000,0,0
18152,13990075,0,1
18153,9150000,0,0
18155,13150005,0,0
18156,36990006,0,0
18158,9990018,0,0
18159,35990015,0,1
18160,54040011,0,0
18161,48010020,1,0
18162,36990008,0,0
18165,11990004,0,1
18166,54040011,1,0
18170,54040011,0,1
18173,22990002,0,1
18176,22990002,0,0
18178,13150005,1,0
18180,11180000,0,0
18181,13990043,1,0
18182,54040011,0,1
18183,50150004,1,0
18185,54040011,1,0
18187,12990001,0,1
18188,22990002,1,0
18190,13990063,0,1
18193,11990004,1,0
18194,35990005,0,0
18196,13990025,0,1
18197,35620010,0,1
18198,52030024,0,0
18201,13150005,0,0
18202,11990002,0,0
18203,23990088,1,0
18205,36140001,0,0
18206,54040011,1,0
18208,11990002,0,0
18210,9990017,0,0
18211,35990016,1,0
18212,12990002,0,0
18213,36990007,1,0
18215,23990196,0,0
18216,35990003,0,0
18220,20110000,0,0
18221,9150000,0,0
18222,35990016,1,0
18223,54040011,1,0
18224,13150005,1,0
18226,9150000,0,1
18227,13990075,1,0
18228,22990003,0,0
18229,22100000,0,0
18232,11990004,0,0
18234,54040011,1,0
18235,13990029,0,1
18236,9990001,0,0
18238,11190000,0,1
18239,48010020,0,0
18240,13990063,0,0
18241,35990003,1,0
