,Current Facility,Parole Review Status,Last Parole Decision
42757,58,0,0
42758,86,1,0
42761,12,0,0
42762,9,1,0
42763,85,0,0
42765,73,0,0
42769,22,1,0
42770,65,0,0
42772,85,0,0
42773,65,0,1
42774,53,0,1
42775,29,0,0
42778,77,0,0
42779,25,0,0
42782,77,0,0
42783,62,0,0
42784,47,1,0
42785,77,0,0
42786,45,1,0
42787,27,0,0
42788,61,0,0
42789,77,0,0
42790,88,1,0
42791,20,0,0
42794,2,0,0
42797,12,0,1
42798,8,0,0
42800,71,0,0
42801,20,0,1
42805,80,0,1
42809,87,0,0
42810,65,0,0
42814,58,0,1
42815,38,0,1
42816,13,1,0
42817,31,1,0
42819,69,1,0
42821,13,0,0
42822,81,1,0
42824,74,1,0
42827,74,0,0
42828,22,0,0
42829,85,0,0
42833,13,0,0
42835,73,1,0
42836,26,0,0
42837,73,0,0
42838,53,0,0
42839,44,0,0
42841,88,0,0
42842,29,0,0
42844,36,0,1
42846,88,0,1
42848,67,0,0
42849,60,0,0
42850,59,0,0
42851,32,1,0
42853,46,0,0
42854,87,0,0
42858,75,0,0
42859,32,0,1
42862,26,0,0
42864,24,0,1
42867,81,0,1
42868,74,0,0
42870,13,0,0
42872,24,0,1
42879,32,0,1
42884,28,1,0
42886,26,1,0
42890,18,0,0
42891,0,0,0
42893,73,1,0
42896,75,0,0
42899,92,0,0
42900,3,0,0
42902,37,0,1
42903,46,0,0
42904,58,0,0
42905,9,0,1
42906,26,1,0
42909,4,0,0
42910,20,0,0
42911,25,1,0
42912,15,0,0
42914,44,0,0
42916,26,0,0
42917,65,0,0
42921,37,0,1
42926,96,0,0
42928,40,0,1
42931,54,0,0
42933,73,0,0
42934,66,0,0
42938,13,0,0
42940,63,1,0
42942,35,0,1
42944,13,0,1
42947,13,1,0
42949,38,0,1
42952,25,0,0
42956,65,0,0
42962,63,0,0
42964,99,0,0
42965,68,1,0
42966,15,0,0
42967,0,0,0
42968,48,0,0
42970,4,0,0
42973,26,0,0
42974,65,0,0
42975,86,0,0
42977,66,0,0
42979,88,1,0
42980,28,0,0
42981,85,0,1
42983,44,1,0
42985,51,1,0
42987,30,1,0
42988,63,0,0
42991,18,0,1
42994,65,0,0
42997,70,0,0
42998,3,0,0
42999,26,1,0
43001,63,0,0
43002,63,0,0
43005,61,0,0
43007,93,0,0
43010,0,0,0
43012,94,0,0
43018,26,0,1
43020,93,0,0
43021,29,0,1
43023,99,0,0
43024,60,0,0
43029,38,0,1
43031,1,0,0
43032,26,0,0
43033,54,0,0
43034,26,0,0
43037,3,0,1
43039,37,0,1
43040,77,0,0
43043,54,0,0
43044,75,0,1
43045,57,1,0
43048,80,1,0
43049,47,0,0
43050,79,1,0
43051,28,0,0
43053,6,0,1
43054,88,0,0
43055,66,1,0
43059,32,0,1
43063,87,0,0
43067,54,0,0
43070,82,1,0
43074,96,1,0
43075,82,0,1
43076,48,0,0
43077,93,0,1
43080,1,0,0
43081,9,0,0
43082,74,0,0
43083,49,1,0
43084,93,0,1
43085,48,0,1
43090,58,0,0
43091,48,0,0
43092,22,0,0
43094,74,1,0
43096,22,0,0
43097,44,0,0
43099,63,0,0
43101,15,0,0
43106,86,1,0
43108,31,1,0
43109,77,0,0
43111,61,0,0
43112,73,0,0
43117,42,0,0
43119,65,0,0
43120,99,0,0
43123,29,0,1
43124,0,0,1
43125,75,0,1
43127,66,0,0
43130,46,0,0
43133,21,0,0
43136,73,1,0
43137,47,0,0
43141,74,0,0
43144,28,0,0
43145,0,0,0
43148,96,0,0
43152,13,0,1
43153,58,0,0
43154,63,0,0
43155,26,1,0
43156,59,0,0
43157,83,0,0
43159,75,0,0
43162,79,0,1
43164,37,0,1
43165,84,0,0
43167,82,1,0
43168,94,0,1
43170,9,0,0
43171,12,0,0
43172,85,0,0
43174,13,0,0
43175,60,0,0
43180,20,0,0
43184,8,0,0
43185,54,0,0
43187,20,0,1
43188,32,0,1
43189,48,0,1
43194,99,1,0
43195,73,0,0
43197,20,1,0
43199,32,1,0
43200,26,0,0
43204,40,0,1
43205,15,0,0
43206,97,0,0
43208,4,0,0
43211,43,0,0
43213,32,0,1
43215,84,0,0
43216,39,0,1
43217,8,0,1
43221,16,0,1
43222,12,0,0
43223,93,1,0
43224,14,0,0
43227,3,0,0
43228,22,0,1
43229,73,0,0
43230,62,0,1
43232,84,0,0
43234,36,0,1
43235,31,0,0
43236,15,0,0
43237,44,0,1
43238,53,0,1
43239,62,0,0
43240,38,0,1
43242,77,0,0
43243,73,0,0
43246,13,0,0
43250,93,0,0
43252,81,0,0
43253,31,1,0
43254,86,0,0
43255,13,0,1
43256,38,0,1
43258,54,0,1
43262,5,0,0
43263,38,0,1
43266,48,1,0
43269,83,0,0
43271,60,0,1
43275,26,1,0
43276,61,0,0
43278,73,0,0
43279,40,0,1
43281,28,1,0
43285,29,0,0
43286,37,0,1
43287,75,0,0
43288,48,0,0
43289,41,0,0
43291,99,0,0
43292,87,0,0
43293,93,1,0
43296,76,1,0
43298,0,0,0
43299,12,0,0
43301,59,0,0
43302,87,0,0
43304,12,0,0
43306,28,0,0
43309,74,0,0
43310,16,0,0
43312,48,0,1
43313,20,0,0
43315,72,0,0
43316,15,0,1
43320,48,0,0
43321,47,1,0
43323,32,0,1
43324,86,0,0
43327,13,1,0
43328,63,0,0
43331,97,1,0
43332,71,1,0
43335,32,0,1
43336,89,0,1
43337,25,0,1
43338,38,0,1
43339,46,0,0
43344,58,0,0
43346,68,0,1
43347,38,0,1
43348,12,0,0
43349,17,0,0
43351,13,0,0
43354,44,0,1
43355,48,0,0
43356,97,0,0
43357,6,0,0
43358,99,1,0
43359,46,0,1
43363,14,0,0
43364,32,1,0
43366,4,0,0
43368,0,0,0
43369,9,0,0
43371,42,0,0
43373,31,1,0
43374,86,0,0
43375,48,0,0
43384,43,0,0
43385,53,0,0
43386,26,0,0
43389,57,0,0
43392,45,1,0
43393,44,0,1
43397,54,0,0
43400,66,0,0
43401,3,1,0
43403,46,0,0
43404,51,0,0
43405,75,0,1
43406,24,0,1
43407,70,0,0
43408,8,0,1
43409,94,0,0
43412,37,0,1
43415,63,0,0
43416,26,0,1
43417,4,1,0
43418,63,1,0
43421,79,1,0
43425,13,0,0
43427,76,0,0
43429,33,0,1
43431,86,0,0
43433,18,0,1
43434,0,0,0
43435,43,0,0
43437,56,0,0
43440,32,1,0
43441,63,0,0
43444,3,0,0
43445,3,0,1
43446,25,0,0
43447,96,1,0
43448,77,0,0
43449,52,0,1
43451,76,0,0
43453,24,0,1
43459,81,0,1
43461,53,0,0
43462,71,0,0
43464,27,0,0
43469,38,0,1
43470,71,0,1
43471,47,0,1
43472,56,1,0
43476,4,0,0
43478,27,0,0
43480,97,1,0
43481,58,0,0
43482,44,0,0
43484,53,0,0
43485,32,1,0
43486,11,0,0
43487,8,0,0
43489,1,0,1
43492,31,0,1
43493,3,0,1
43494,0,0,0
43496,93,0,0
43498,77,1,0
43499,5,0,0
43500,20,0,0
43502,30,0,0
43506,37,0,1
43507,9,1,0
43509,59,1,0
43510,37,0,0
43512,90,0,1
43513,7,0,0
43516,64,1,0
43517,3,0,0
43521,13,0,1
43522,54,0,0
43524,12,0,0
43525,53,0,1
43527,12,0,0
43529,93,0,0
43533,8,0,0
43535,85,0,0
43536,19,1,0
43538,73,0,0
43539,86,0,0
43540,77,0,0
43541,75,0,0
43542,32,1,0
43545,79,0,0
43547,88,0,0
43548,85,0,0
43549,31,1,0
43550,63,0,0
43551,13,0,0
43553,22,0,0
43554,53,0,1
43559,15,0,0
43560,14,0,0
43563,1,0,0
43566,37,0,1
43567,9,0,0
43568,0,0,0
43569,51,0,0
43570,59,0,0
43572,40,0,0
43573,26,0,0
43574,27,0,0
43576,25,1,0
43577,26,0,1
43578,35,0,1
43579,67,1,0
43580,13,0,0
43583,64,0,0
43587,27,0,0
43592,77,0,0
43594,63,0,0
43596,73,0,0
43597,81,0,0
43598,77,0,0
43599,69,1,0
43602,60,0,1
43603,10,0,0
43604,54,0,0
43605,74,0,0
43607,59,0,1
43608,72,0,1
43610,65,0,0
43613,64,1,0
43614,68,0,1
43615,3,0,1
43616,57,0,0
43617,46,0,0
43618,85,1,0
43619,24,1,0
43620,0,0,0
43623,92,0,0
43625,12,0,0
43626,26,0,0
43627,37,0,1
43628,37,0,0
43629,94,0,0
43632,1,0,1
43633,28,1,0
43635,63,0,0
43636,91,0,0
43637,0,0,0
43638,14,0,1
43639,13,0,0
43640,76,0,0
43641,49,0,1
43643,60,0,0
43644,22,0,0
43645,49,0,0
43648,44,0,1
43655,12,0,0
43659,25,0,0
43661,28,0,0
43662,73,1,0
43663,29,1,0
43664,32,0,1
43665,22,0,0
43666,94,0,1
43668,15,0,0
43669,46,1,0
43670,86,0,0
43671,55,1,0
43672,13,0,0
43673,47,0,1
43674,99,0,0
43675,38,0,1
43676,24,0,1
43677,65,0,0
43679,15,0,0
43680,12,0,1
43681,89,0,1
43682,21,1,0
43684,83,0,0
43685,87,0,1
43686,63,0,0
43691,26,0,1
43693,63,0,0
43696,18,0,0
43697,25,0,0
43702,67,0,0
43703,28,0,0
43704,38,0,1
43709,10,0,0
43710,13,0,0
43713,35,0,0
43715,25,0,1
43717,94,0,0
43719,56,0,0
43723,99,0,0
43724,91,0,1
43726,77,0,0
43728,37,0,1
43729,61,1,0
43732,74,1,0
43734,86,1,0
43736,19,0,0
43737,92,1,0
43738,9,1,0
43739,53,1,0
43740,49,0,0
43742,24,0,1
43743,9,0,0
43744,99,0,0
43748,2,0,0
43750,16,0,1
43754,65,0,1
43755,28,0,0
43756,0,0,0
43760,97,1,0
43761,19,0,0
43762,9,0,1
43766,65,0,0
43768,24,0,1
43770,71,0,1
43771,77,0,0
43772,96,1,0
43773,85,0,0
43774,2,0,0
43775,84,0,0
43777,15,0,0
43778,3,0,1
43782,15,0,0
43786,46,0,0
43787,91,0,0
43791,12,0,0
43792,37,0,0
43794,25,0,0
43797,61,0,1
43799,13,0,0
43800,17,0,1
43801,65,0,0
43802,66,1,0
43803,100,0,0
43805,73,0,0
43807,28,0,0
43808,30,1,0
43810,68,0,0
43811,26,1,0
43812,12,0,0
43813,87,0,1
43816,75,0,0
43817,49,1,0
43819,1,0,0
43820,46,0,0
43823,60,0,0
43825,22,0,1
43827,37,0,1
43831,65,0,0
43834,25,1,0
43835,59,0,1
43839,76,0,0
43840,35,0,0
43843,63,0,0
43844,31,0,0
43847,5,1,0
43848,25,0,0
43849,85,0,0
43850,93,1,0
43851,39,0,1
43855,66,0,0
43856,80,0,1
43857,96,0,0
43859,83,0,0
43860,4,1,0
43862,77,0,0
43864,12,0,0
43865,25,0,0
43866,13,0,0
43868,25,0,0
43870,22,0,0
43871,10,1,0
43872,64,0,0
43873,86,0,0
43876,2,1,0
43878,28,0,0
43879,73,1,0
43881,1,0,1
43883,66,0,1
43884,93,0,0
43886,37,0,0
43887,7,0,0
43888,77,1,0
43891,0,0,1
43892,0,0,0
43893,12,0,0
43894,46,0,0
43896,8,0,0
43899,66,0,0
43901,47,1,0
43902,88,0,0
43907,13,0,0
43911,40,0,1
43914,37,0,1
43915,53,1,0
43917,86,0,0
43919,33,0,1
43921,73,0,0
43923,17,1,0
43924,22,0,0
43926,26,1,0
43928,92,0,0
43929,22,0,0
43933,54,0,0
43935,23,0,0
43938,18,0,0
43939,0,0,0
43940,35,0,1
43943,76,0,0
43945,48,0,0
43947,99,0,0
43949,65,1,0
43951,65,0,0
43952,15,0,0
43953,73,1,0
43956,51,0,0
43960,99,1,0
43962,12,0,1
43968,61,0,0
43970,32,0,1
43972,2,0,0
43975,42,0,0
43976,25,1,0
43979,47,0,0
43982,84,0,0
43984,77,1,0
43985,73,0,0
43986,12,1,0
43987,13,0,0
43988,84,0,0
43990,47,0,0
43992,37,0,0
43993,83,0,0
43996,68,0,0
43997,50,0,0
43998,3,0,1
43999,3,0,1
44002,76,0,0
44004,90,0,0
44006,73,1,0
44009,54,0,0
44010,12,0,1
44012,41,0,0
44013,12,0,0
44014,86,0,0
44015,100,0,0
44017,28,0,0
44018,84,1,0
44020,46,0,0
44024,97,1,0
44025,13,0,0
44026,44,0,0
44032,68,0,0
44034,84,0,0
44035,0,0,0
44038,88,0,0
44040,32,0,1
44041,99,0,0
44043,93,0,0
44044,99,0,0
44046,0,1,0
44049,93,0,0
44051,97,0,0
44052,3,0,0
44056,38,0,1
44058,13,0,0
44060,69,0,0
44061,35,0,0
44062,57,1,0
44063,13,0,0
44064,91,0,1
44066,94,0,0
44068,49,1,0
44069,31,0,1
44070,75,0,0
44071,90,0,1
44073,63,0,0
44076,25,1,0
44082,74,0,0
44083,44,0,0
44084,2,0,0
44085,0,0,1
44086,67,1,0
44087,46,0,0
44088,20,0,1
44089,33,0,1
44091,84,0,0
44094,16,0,0
44095,3,1,0
44099,0,0,0
44100,54,0,0
44101,54,0,0
44103,25,0,0
44104,8,0,0
44105,61,0,0
44109,47,0,0
44110,26,0,0
44111,87,0,1
44113,33,0,1
44115,19,0,0
44118,13,0,0
44119,19,0,0
44122,63,0,0
44125,93,0,0
44126,4,0,0
44128,13,0,0
44132,12,0,0
44134,49,0,1
44136,26,0,0
44137,60,0,1
44138,12,1,0
44140,68,1,0
44141,44,1,0
44142,73,0,0
44143,32,0,1
44145,59,1,0
44146,63,0,0
44148,3,0,0
44150,75,0,0
44152,80,0,0
44153,13,0,0
44157,99,0,0
44159,26,1,0
44160,85,0,1
44161,89,1,0
44162,93,0,0
44163,28,0,0
44164,77,0,0
44171,30,0,0
44176,3,0,0
44177,65,0,0
44179,61,0,0
44184,60,0,0
44185,26,1,0
44187,31,0,0
44189,99,0,0
44190,49,0,0
44191,67,0,0
44192,26,1,0
44194,95,0,1
44195,25,0,0
44198,99,0,0
44204,57,0,0
44207,13,0,0
44209,99,0,0
44212,70,0,0
44214,20,0,1
44215,3,0,1
44216,53,1,0
44217,18,1,0
44222,31,0,0
44225,13,0,0
44229,32,1,0
44230,2,0,1
44233,74,0,0
44234,22,0,0
44235,99,0,0
44239,79,0,0
44243,32,0,1
44244,12,0,0
44246,66,0,1
44247,88,0,0
44249,70,0,0
44250,56,1,0
44252,61,0,0
44253,73,0,0
44254,73,0,0
44256,46,0,0
44257,81,1,0
44265,99,0,0
44267,62,0,0
44271,65,1,0
44274,89,0,0
44276,32,0,1
44279,24,0,1
44280,88,0,0
44281,74,1,0
44282,13,0,0
44283,13,0,0
44286,2,0,0
44288,18,0,0
44289,47,1,0
44291,8,0,0
44293,80,1,0
44294,42,0,0
44295,93,0,0
44296,46,0,0
44299,13,1,0
44300,3,1,0
44305,63,0,0
44306,58,1,0
44309,65,1,0
44316,12,1,0
44320,12,0,0
44324,48,0,0
44325,86,0,0
44326,20,0,0
44330,32,1,0
44331,57,1,0
44333,49,0,0
44337,79,1,0
44338,82,0,0
44339,36,0,1
44340,88,0,0
44346,13,0,1
44353,26,0,0
44354,37,0,1
44355,56,0,0
44356,92,1,0
44357,37,0,1
44358,31,0,0
44359,26,0,0
44361,35,0,1
44362,56,0,1
44363,52,0,1
44366,5,0,0
44367,25,1,0
44368,22,0,0
44369,83,0,0
44370,75,0,1
44371,26,0,0
44372,60,1,0
44374,99,1,0
44378,74,0,0
44379,55,0,1
44381,80,0,0
44383,32,0,1
44384,88,0,0
44386,2,0,0
44387,68,0,0
44388,88,0,0
44391,61,1,0
44392,97,0,0
44393,31,0,0
44396,28,1,0
44397,61,0,0
44398,13,0,0
44400,37,0,1
44401,26,0,0
44405,97,0,0
44408,22,0,0
44410,12,0,1
44412,46,0,0
44414,20,0,0
44415,100,1,0
44417,76,1,0
44418,32,0,1
44422,72,0,1
44423,61,0,0
44424,4,0,0
44425,19,0,0
44427,62,0,1
44428,66,0,0
44432,13,0,1
44433,61,0,0
44436,5,1,0
44440,49,0,0
44451,100,0,1
44452,19,1,0
44454,12,0,0
44455,93,0,0
44456,17,0,0
44457,4,0,0
44458,22,0,0
44459,20,0,0
44461,24,0,1
44465,12,0,0
44469,32,1,0
44470,49,0,0
44471,15,0,0
44473,15,0,0
44475,32,0,1
44476,86,0,1
44477,27,0,0
44478,32,0,1
44479,32,0,1
44480,70,1,0
44481,73,1,0
44482,86,0,0
44483,28,0,0
44487,0,0,0
44496,75,0,1
44497,81,0,1
44498,22,0,0
44500,83,0,0
44502,13,0,0
44503,35,0,0
44504,50,0,1
44506,37,0,1
44508,73,1,0
44510,59,0,0
44511,74,0,0
44513,81,0,1
44514,9,1,0
44516,0,1,0
44519,16,0,0
44522,52,0,1
44524,77,0,0
44527,13,0,0
44528,92,0,0
44529,73,0,0
44531,73,0,1
44533,70,0,0
44534,9,0,0
44537,54,0,0
44538,84,0,0
44542,76,1,0
44544,72,1,0
44545,13,0,1
44546,48,0,0
44547,10,0,0
44549,99,0,0
44551,46,0,0
44553,75,0,0
44554,40,0,0
44557,63,0,0
44565,82,1,0
44568,99,0,0
44569,8,0,0
44571,84,0,0
44573,5,1,0
44574,85,1,0
44576,80,1,0
44583,18,1,0
44584,66,0,0
44585,13,1,0
44586,90,0,0
44588,86,1,0
44591,87,0,0
44593,82,0,0
44596,88,0,0
44600,76,0,0
44601,88,0,0
44602,76,0,0
44604,73,0,0
44609,67,0,1
44610,32,0,1
44612,12,0,0
44614,73,0,0
44619,77,0,0
44621,75,1,0
44623,97,0,0
44625,46,1,0
44628,92,0,0
44630,65,0,0
44631,57,0,0
44632,99,0,0
44640,5,0,0
44641,14,1,0
44642,22,0,0
44643,26,0,0
44645,85,0,0
44647,70,1,0
44649,80,0,0
44650,21,1,0
44652,12,0,1
44654,4,0,0
44655,60,0,0
44657,82,0,0
44659,12,0,0
44660,0,0,0
44661,59,0,0
44666,93,0,0
44667,32,1,0
44668,27,0,0
44669,46,0,0
44670,97,0,0
44671,40,1,0
44673,32,0,1
44675,70,0,0
44678,22,0,0
44680,60,0,0
44681,99,0,1
44682,24,0,1
44684,71,1,0
44685,35,0,1
44686,77,0,0
44687,15,0,0
44689,87,0,0
44690,46,0,0
44692,51,0,0
44693,88,0,0
44698,97,0,1
44700,93,0,0
44702,66,0,0
44703,57,1,0
44705,99,1,0
44707,63,0,0
44710,1,0,0
44711,8,1,0
44712,37,0,1
44714,0,0,0
44715,83,1,0
44717,30,0,0
44719,32,0,1
44721,40,0,0
44723,88,0,0
44724,4,0,0
44725,4,0,0
44727,27,1,0
44728,69,1,0
44729,24,1,0
44730,74,0,0
44733,40,0,1
44735,13,0,0
44737,75,0,0
44738,19,0,0
44739,63,1,0
44741,10,0,0
44742,80,0,0
44744,79,0,0
44746,27,1,0
44748,14,0,0
44751,99,0,0
44752,66,0,0
44756,37,0,1
44759,12,0,0
44760,12,0,0
44762,28,1,0
44766,12,0,0
44769,88,0,0
44770,22,1,0
44771,67,0,0
44776,90,0,0
44779,49,1,0
44780,12,0,1
44786,13,0,0
44787,32,0,1
44789,37,0,1
44791,12,0,1
44792,42,0,0
44793,75,0,0
44794,44,0,1
44797,12,0,0
44798,59,0,0
44799,0,0,0
44801,0,0,0
44804,24,0,1
44805,13,0,1
44809,100,0,0
44810,27,1,0
44813,91,0,1
44816,38,0,1
44817,73,0,0
44818,63,0,0
44821,31,0,0
44822,32,1,0
44824,53,0,1
44827,4,0,0
44829,26,0,0
44832,27,0,1
44835,70,0,0
44838,48,0,0
44839,12,0,0
44840,71,1,0
44842,63,0,0
44843,9,0,1
44844,44,0,0
44845,26,0,1
44846,38,0,1
44847,25,0,0
44850,31,0,1
44851,97,0,0
44854,2,0,0
44855,32,0,1
44856,19,0,1
44857,37,0,1
44858,41,0,0
44860,47,0,0
44861,47,0,1
44862,22,1,0
44863,59,1,0
44864,71,0,1
44865,12,0,0
44868,20,0,0
44870,28,0,0
44871,15,0,0
44872,3,0,1
44874,60,0,1
44878,99,0,0
44879,89,0,0
44880,40,0,1
44883,24,0,1
44885,13,0,0
44886,8,0,0
44887,35,1,0
44889,65,0,1
44890,8,1,0
44892,32,0,1
44894,88,1,0
44896,57,1,0
44897,57,1,0
44899,81,0,0
44902,0,0,0
44903,26,0,0
44904,63,0,0
44905,77,0,0
44906,4,1,0
44909,13,0,0
44912,65,1,0
44913,32,0,0
44915,25,1,0
44917,7,0,0
44918,22,0,0
44923,84,0,0
44924,75,0,0
44925,74,0,0
44929,3,0,0
44931,13,1,0
44932,32,0,1
44933,80,0,0
44934,13,0,0
44936,60,1,0
44937,48,0,0
44938,94,0,0
44940,20,0,0
44942,75,0,0
44943,12,0,0
44944,74,0,0
44945,53,1,0
44949,88,0,0
44951,73,0,0
44952,13,1,0
44954,59,0,0
44955,99,0,0
44957,65,0,0
44958,59,0,0
44963,25,0,0
44964,9,0,0
44965,46,0,0
44966,12,0,0
44968,65,0,0
44969,16,0,1
44970,0,0,0
44971,3,0,1
44972,54,0,0
44973,32,0,1
44974,15,0,0
44976,73,1,0
44977,84,0,0
44978,13,1,0
44980,12,0,0
44981,12,0,0
44984,22,0,0
44986,46,0,0
44989,65,0,0
44990,82,1,0
44991,19,1,0
44992,4,1,0
44994,4,0,0
44995,47,0,0
44996,44,0,0
44997,65,0,0
44998,1,0,0
45000,35,0,0
45003,60,1,0
45004,3,0,0
45005,35,0,0
45007,13,0,0
45008,0,1,0
45009,63,1,0
45012,37,0,1
45013,58,0,0
45014,58,0,0
45015,99,0,0
45017,81,0,1
45020,12,0,0
45023,93,1,0
45024,58,0,1
45025,25,0,0
45026,1,0,1
45029,15,0,0
45030,11,0,0
45031,0,0,0
45032,76,0,0
45033,76,1,0
45035,2,1,0
45037,46,0,0
45038,10,0,0
45039,84,0,0
45040,3,0,0
45043,25,1,0
45044,93,0,0
45049,9,0,0
45050,66,0,0
45053,93,1,0
45054,63,0,0
45055,93,0,0
45058,59,0,0
45059,22,1,0
45061,79,0,1
45062,80,0,1
45065,73,0,0
45068,1,0,1
45071,62,0,0
45073,8,0,0
45074,25,0,1
45075,63,0,0
45076,45,0,0
45077,21,0,1
45080,41,0,1
45081,82,1,0
45086,51,0,0
45088,47,1,0
45089,99,0,0
45091,37,0,0
45092,64,0,0
45093,25,0,0
45095,25,0,0
45096,87,0,1
45098,15,0,1
45099,46,0,0
45101,25,0,0
45102,87,0,1
45104,18,0,0
45105,92,0,0
45108,25,0,0
45109,0,0,0
45110,13,0,0
45112,8,0,0
45115,19,0,0
45117,26,0,0
45120,77,0,0
45122,48,0,0
45124,46,0,0
45126,53,0,0
45127,30,0,0
45128,53,0,0
45129,73,1,0
45130,8,0,0
45131,7,0,0
45132,21,0,0
45135,72,0,0
45137,18,0,0
45139,88,0,0
45141,73,1,0
45143,13,1,0
45147,26,0,0
45149,85,0,0
45153,22,0,0
45154,25,0,0
45157,94,0,0
45159,46,0,0
45161,64,0,0
45162,76,0,0
45163,72,1,0
45164,99,0,0
45166,38,0,1
45168,20,0,0
45169,33,0,1
45172,45,0,0
45173,59,0,0
45175,93,0,0
45176,90,1,0
45177,49,0,0
45180,13,0,0
45181,80,0,0
45182,15,1,0
45185,3,0,0
45186,84,1,0
45187,0,0,0
45192,3,0,0
45195,7,0,0
45197,38,0,1
45201,21,0,0
45203,13,0,0
45204,50,0,1
45206,40,0,1
45207,25,1,0
45209,32,0,1
45210,76,0,1
45212,74,0,0
45213,66,0,1
45214,24,0,1
45217,19,1,0
45221,46,0,0
45223,63,0,0
45226,97,1,0
45236,0,0,1
45238,2,0,0
45239,79,0,0
45240,63,0,0
45241,67,0,0
45242,57,0,0
45243,12,0,0
45244,58,0,0
45245,44,0,0
45246,31,0,1
45247,82,0,0
45248,15,0,0
45250,11,0,0
45251,18,0,0
45252,63,0,0
45253,93,0,0
45257,27,1,0
45259,88,0,0
45264,99,0,0
45265,99,0,0
45266,86,1,0
45269,94,0,0
45271,73,0,0
45273,7,1,0
45275,65,0,0
45282,75,0,0
45283,87,0,0
45286,93,1,0
45288,25,0,0
45289,73,0,0
45292,32,0,0
45293,38,0,1
45294,3,0,1
45296,25,1,0
45297,76,0,0
45301,29,0,0
45303,93,0,0
45304,86,1,0
45305,96,0,0
45306,3,0,1
45307,13,0,0
45308,12,0,0
45309,32,0,0
45310,18,0,0
45315,37,0,0
45316,93,1,0
45321,15,0,1
45324,88,1,0
45326,99,1,0
45329,0,0,0
45330,3,0,0
45331,42,0,0
45333,44,0,0
45335,82,0,0
45337,40,0,1
45338,19,0,0
45340,46,0,0
45341,31,0,0
45342,31,0,0
45343,76,0,0
45345,26,0,0
45346,5,0,0
45347,8,0,0
45350,42,0,1
45351,63,1,0
45352,54,0,0
45353,60,0,1
45354,61,0,0
45355,31,0,0
45356,73,0,0
45357,16,0,0
45358,73,0,0
45359,40,0,0
45362,65,0,1
45366,39,0,1
45367,3,0,0
45369,22,0,0
45372,25,0,0
45373,13,0,0
45374,12,0,0
45375,73,0,0
45377,29,1,0
45379,60,0,1
45380,32,0,1
45381,23,0,1
45382,31,0,0
45386,20,0,1
45387,93,0,0
45392,74,0,0
45395,54,0,0
45396,13,0,0
45399,74,0,0
45400,87,1,0
45401,22,0,1
45404,32,0,1
45405,28,1,0
45406,60,1,0
45408,25,1,0
45411,37,0,1
45418,47,1,0
45421,38,0,1
45423,65,0,0
45424,56,0,1
45426,37,0,1
45427,91,0,1
45428,20,0,1
45429,67,0,0
45430,66,1,0
45434,17,1,0
45435,96,0,0
45438,25,1,0
45439,48,0,0
45442,96,1,0
45444,37,0,1
45445,49,0,0
45447,97,0,0
45448,80,0,0
45449,4,0,0
45456,74,0,0
45457,99,0,0
45458,24,1,0
45459,73,0,0
45460,97,0,0
45462,16,0,0
45463,32,0,1
45464,48,0,0
45469,99,0,0
45470,48,0,1
45473,3,0,1
45474,12,0,0
45476,62,1,0
45480,26,0,0
45482,15,0,1
45484,3,0,0
45485,0,0,0
45486,15,0,0
45487,26,0,0
45488,84,0,0
45489,12,0,0
45490,37,0,1
45491,94,0,0
45492,15,1,0
45494,77,0,0
45496,100,0,0
45499,41,1,0
45501,63,0,0
45503,86,0,0
45504,50,0,0
45508,25,0,0
45509,99,0,0
45510,47,0,1
45513,54,0,0
45514,40,0,0
45517,63,0,0
45518,8,0,1
45521,48,0,0
45522,62,0,0
45523,3,0,1
45525,22,1,0
45526,35,0,1
45527,9,0,0
45531,86,1,0
45535,2,1,0
45536,99,0,0
45537,67,0,0
45538,26,0,0
45540,46,1,0
45541,0,0,0
45542,32,0,0
45543,93,0,0
45544,92,0,0
45546,94,0,0
45547,32,0,1
45549,75,1,0
45550,1,0,0
45553,32,0,1
45554,78,0,0
45555,94,0,0
45556,47,0,1
45557,21,0,1
45558,65,0,0
45559,88,0,0
45560,25,0,0
45561,38,0,1
45562,64,1,0
45563,38,0,1
45564,99,0,0
45567,83,1,0
45568,0,1,0
45569,77,0,0
45570,32,0,1
45571,75,0,0
45573,82,1,0
45578,32,0,1
45580,84,0,0
45581,15,0,0
45582,31,0,0
45583,73,0,0
45588,13,0,1
45590,56,0,0
45594,49,0,0
45596,12,0,0
45597,22,0,0
45599,54,0,0
45601,15,0,0
45602,90,0,0
45604,3,0,0
45605,94,0,0
45609,26,0,0
45610,35,0,1
45611,37,0,1
45612,46,0,0
45614,4,0,0
45616,58,1,0
45617,64,0,0
45622,42,0,0
45624,22,0,0
45625,88,0,0
45626,58,0,0
45627,2,1,0
45631,8,0,0
45633,65,0,0
45634,19,1,0
45636,13,0,1
45637,32,0,1
45638,35,1,0
45642,81,1,0
45647,4,1,0
45648,83,0,0
45649,40,0,1
45650,84,0,1
45652,85,0,0
45653,60,0,0
45654,64,0,1
45655,88,0,0
45657,84,1,0
45659,40,0,1
45660,72,1,0
45662,16,0,0
45665,9,0,0
45666,59,0,0
45669,66,0,0
45670,93,1,0
45673,71,0,0
45674,12,0,0
45675,40,0,1
45676,41,0,0
